COD_ERP_DEPARTAMENTO;NOME_DEPARTAMENTO;COD_ERP_SETOR;NOME_SETOR;COD_ERP_GRUPO;NOME_GRUPO;COD_ERP_SUBGRUPO;NOME_SUBGRUPO
B0108;TEXTIL;B0108001;TOALHA;B0108001001;MESA;B0108001001002;REDONDA
B0108;TEXTIL;B0108001;TOALHA;B0108001001;MESA;B0108001001003;RETANGULAR
B0108;TEXTIL;B0108001;TOALHA;B0108001001;MESA;B0108001001004;CHA
B0108;TEXTIL;B0108001;TOALHA;B0108001001;MESA;B0108001001005;CAMINHO
B0108;TEXTIL;B0108001;TOALHA;B0108001002;BANHO;B0108001002001;AVULSA
B0108;TEXTIL;B0108001;TOALHA;B0108001002;BANHO;B0108001002002;JOGO
B0108;TEXTIL;B0108001;TOALHA;B0108001003;PISO;B0108001003001;PISO
B0108;TEXTIL;B0108001;TOALHA;B0108001004;ROSTO;B0108001004001;AVULSA
B0108;TEXTIL;B0108001;TOALHA;B0108001004;ROSTO;B0108001004002;JOGO
B0108;TEXTIL;B0108001;TOALHA;B0108001005;LAVABO;B0108001005001;AVULSA
B0108;TEXTIL;B0108001;TOALHA;B0108001005;LAVABO;B0108001005002;JOGO
B0108;TEXTIL;B0108002;EDREDON;B0108002001;EDREDON;B0108002001001;KING
B0108;TEXTIL;B0108002;EDREDON;B0108002001;EDREDON;B0108002001002;QUEEN
B0108;TEXTIL;B0108002;EDREDON;B0108002001;EDREDON;B0108002001003;CASAL
B0108;TEXTIL;B0108002;EDREDON;B0108002001;EDREDON;B0108002001004;SOLTEIRO
B0108;TEXTIL;B0108002;EDREDON;B0108002001;EDREDON;B0108002001005;INFANTIL
B0108;TEXTIL;B0108003;COBERTOR;B0108003001;COBERTOR;B0108003001001;KING
B0108;TEXTIL;B0108003;COBERTOR;B0108003001;COBERTOR;B0108003001002;QUEEN
B0108;TEXTIL;B0108003;COBERTOR;B0108003001;COBERTOR;B0108003001003;CASAL
B0108;TEXTIL;B0108003;COBERTOR;B0108003001;COBERTOR;B0108003001004;SOLTEIRO
B0108;TEXTIL;B0108003;COBERTOR;B0108003001;COBERTOR;B0108003001005;INFANTIL
B0108;TEXTIL;B0108004;COLCHA;B0108004001;COLCHA;B0108004001001;KING
B0108;TEXTIL;B0108004;COLCHA;B0108004001;COLCHA;B0108004001002;QUEEN
B0108;TEXTIL;B0108004;COLCHA;B0108004001;COLCHA;B0108004001003;CASAL
B0108;TEXTIL;B0108004;COLCHA;B0108004001;COLCHA;B0108004001004;SOLTEIRO
B0108;TEXTIL;B0108004;COLCHA;B0108004001;COLCHA;B0108004001005;INFANTIL
B0108;TEXTIL;B0108005;"COBRE LEITO";B0108005001;"COBRE LEITO";B0108005001001;KING
B0108;TEXTIL;B0108005;"COBRE LEITO";B0108005001;"COBRE LEITO";B0108005001002;QUEEN
B0108;TEXTIL;B0108005;"COBRE LEITO";B0108005001;"COBRE LEITO";B0108005001003;CASAL
B0108;TEXTIL;B0108005;"COBRE LEITO";B0108005001;"COBRE LEITO";B0108005001004;SOLTEIRO
B0108;TEXTIL;B0108006;FRONHA;B0108006001;FRONHHA;B0108006001001;AVULSA
B0108;TEXTIL;B0108006;FRONHA;B0108006001;FRONHHA;B0108006001002;KIT
B0108;TEXTIL;B0108007;LENCOL;B0108007001;LENCOL;B0108007001001;KING
B0108;TEXTIL;B0108007;LENCOL;B0108007001;LENCOL;B0108007001002;QUEEN
B0108;TEXTIL;B0108007;LENCOL;B0108007001;LENCOL;B0108007001003;CASAL
B0108;TEXTIL;B0108007;LENCOL;B0108007001;LENCOL;B0108007001004;SOLTEIRO
B0108;TEXTIL;B0108007;LENCOL;B0108007001;LENCOL;B0108007001005;INFANTIL
B0108;TEXTIL;B0108008;"JOGO LENCOL";B0108008001;"JOGO LENCOL";B0108008001001;KING
B0108;TEXTIL;B0108008;"JOGO LENCOL";B0108008001;"JOGO LENCOL";B0108008001002;QUEEN
B0108;TEXTIL;B0108008;"JOGO LENCOL";B0108008001;"JOGO LENCOL";B0108008001003;CASAL
B0108;TEXTIL;B0108008;"JOGO LENCOL";B0108008001;"JOGO LENCOL";B0108008001004;SOLTEIRO
B0108;TEXTIL;B0108008;"JOGO LENCOL";B0108008001;"JOGO LENCOL";B0108008001005;INFANTIL
B0108;TEXTIL;B0108009;ROUPAO;B0108009001;ROUPAO;B0108009001001;PEQUENO
B0108;TEXTIL;B0108009;ROUPAO;B0108009001;ROUPAO;B0108009001002;MEDIO
B0108;TEXTIL;B0108009;ROUPAO;B0108009001;ROUPAO;B0108009001003;GRANDE
B0108;TEXTIL;B0108009;ROUPAO;B0108009001;ROUPAO;B0108009001004;GG
B0108;TEXTIL;B0108009;ROUPAO;B0108009001;ROUPAO;B0108009001005;XG
B0108;TEXTIL;B0108010;TRAVESSEIRO;B0108010001;TRAVESSEIRO;B0108010001001;VISCOELASTICO
B0108;TEXTIL;B0108010;TRAVESSEIRO;B0108010001;TRAVESSEIRO;B0108010001002;LATEX
B0108;TEXTIL;B0108010;TRAVESSEIRO;B0108010001;TRAVESSEIRO;B0108010001003;ESPUMA
B0108;TEXTIL;B0108010;TRAVESSEIRO;B0108010001;TRAVESSEIRO;B0108010001004;FIBRAS
B0108;TEXTIL;B0108010;TRAVESSEIRO;B0108010001;TRAVESSEIRO;B0108010001005;PENAS/PLUMAS
B0108;TEXTIL;B0108011;"PORTA TRAVESSEIRO";B0108011001;"PORTA TRAVESSEIRO";B0108011001001;AVULSO
B0108;TEXTIL;B0108011;"PORTA TRAVESSEIRO";B0108011001;"PORTA TRAVESSEIRO";B0108011001002;KIT
B0108;TEXTIL;B0108012;MANTA;B0108012001;"MERCADO INTERNO";B0108012001001;CASAL
B0108;TEXTIL;B0108012;MANTA;B0108012001;"MERCADO INTERNO";B0108012001002;SOLTEIRO
B0108;TEXTIL;B0108012;MANTA;B0108012001;"MERCADO INTERNO";B0108012001003;QUEEN
B0108;TEXTIL;B0108012;MANTA;B0108012001;"MERCADO INTERNO";B0108012001004;KING
B0108;TEXTIL;B0108012;MANTA;B0108012001;"MERCADO INTERNO";B0108012001005;SOFA
B0108;TEXTIL;B0108013;"PROTETOR COLCHAO";B0108013001;"MERCADO INTERNO";B0108013001001;CASAL
B0108;TEXTIL;B0108013;"PROTETOR COLCHAO";B0108013001;"MERCADO INTERNO";B0108013001002;SOLTEIRO
B0108;TEXTIL;B0108013;"PROTETOR COLCHAO";B0108013001;"MERCADO INTERNO";B0108013001003;QUEEN
B0108;TEXTIL;B0108013;"PROTETOR COLCHAO";B0108013001;"MERCADO INTERNO";B0108013001004;KING
B0108;TEXTIL;B0108014;"SAIA BOX";B0108014001;"SAIA BOX";B0108014001001;CASAL
B0108;TEXTIL;B0108014;"SAIA BOX";B0108014001;"SAIA BOX";B0108014001002;SOLTEIRO
B0108;TEXTIL;B0108014;"SAIA BOX";B0108014001;"SAIA BOX";B0108014001003;QUEEN
B0108;TEXTIL;B0108014;"SAIA BOX";B0108014001;"SAIA BOX";B0108014001004;KING
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001001;"PORTA RETRATO"
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001002;RELOGIO
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001003;QUADRO
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001004;VASO
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001005;ESPELHO
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001006;PUF
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001007;ALMOFADA
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001008;CINZEIRO
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001009;"CAIXA DECORATIVA"
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001010;"CAPA P/SOFA"
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001011;"CAPA PARA GALAO/BUTIJAO"
B0108;TEXTIL;B0108015;DECORACAO;B0108015001;DECORACAO;B0108015001012;"OUTRAS DECORACOES"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001001;"PORTA ESCOVA DE LIMPEZA"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001002;"PORTA COTONETE"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001003;"PORTA ALGODAO"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001004;"PORTA SABONETE LIQUIDO"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001005;SABONETEIRA
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001006;"ASSENTO SANITARIO"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001007;BALANCA
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001008;"PORTA ESCOVA DENTAL"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001009;"CORTINA P/BOX"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001010;CANTONEIRA
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001011;"PORTA PAPEL HIGIENICO"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001012;"PORTA TOALOHA BANHO/ROSTO"
B0108;TEXTIL;B0108016;"ACESSORIOS PARA BANHEIRO";B0108016001;"ACESSORIOS P/BANHEIRO";B0108016001013;"DUCHA HIGIENICA"
B0108;TEXTIL;B0108017;"GUARDA CHUVA";B0108017001;"GUARDA CHUVA";B0108017001001;"GUARDA CHUVA"
B0108;TEXTIL;B0108018;SOMBRINHA;B0108018001;SOMBRINHA;B0108018001001;SOMBRINHA
B0108;TEXTIL;B0108019;CABIDE;B0108019001;CABIDE;B0108019001001;PLASTICO
B0108;TEXTIL;B0108019;CABIDE;B0108019001;CABIDE;B0108019001002;INOX
B0108;TEXTIL;B0108019;CABIDE;B0108019001;CABIDE;B0108019001003;MADEIRA
B0108;TEXTIL;B0108020;GANCHO;B0108020001;GANCHO;B0108020001001;GANCHO
B0108;TEXTIL;B0108021;TAPETE;B0108021001;TAPETE;B0108021001001;"TAPETE AVULSO"
B0108;TEXTIL;B0108021;TAPETE;B0108021001;TAPETE;B0108021001002;JOGO
B0108;TEXTIL;B0108021;TAPETE;B0108021001;TAPETE;B0108021001003;BANHEIRO
B0108;TEXTIL;B0108021;TAPETE;B0108021001;TAPETE;B0108021001004;COZINHA
B0108;TEXTIL;B0108021;TAPETE;B0108021001;TAPETE;B0108021001005;CAPACHO
B0108;TEXTIL;B0108022;PANTUFA;B0108022001;PANTUFA;B0108022001001;PANTUFA
B0108;TEXTIL;B0108023;CHINELO/SANDALIA;B0108023001;CHINELO/SANDALIA;B0108023001001;CHINELO/SANDALIA
B0108;TEXTIL;B0108024;MEIA;B0108024001;MEIA;B0108024001001;"MEIA PAR"
B0108;TEXTIL;B0108024;MEIA;B0108024001;MEIA;B0108024001002;"MEIA KIT"
B0108;TEXTIL;B0108025;"PANO COPA";B0108025001;"MERCADO INTERNO";B0108025001001;"MERCADO INTERNO"
B0108;TEXTIL;B0108025;"PANO COPA";B0108025002;"IMPORTACAO PROPRIA";B0108025002001;"IMPORTACAO PROPRIA"
B0108;TEXTIL;B0108026;AVENTAL;B0108026001;AVENTAL;B0108026001001;AVENTAL
B0108;TEXTIL;B0108027;"SERVICO AMERICANO";B0108027001;"SERVICO AMERICANO";B0108027001001;"SERVICO AMERICANO AVULSO"
B0108;TEXTIL;B0108027;"SERVICO AMERICANO";B0108027001;"SERVICO AMERICANO";B0108027001002;"SERVICO AMERICANO KIT"
B0108;TEXTIL;B0108028;"UNIFORMES (BAZAR)";B0108028001;"UNIFORMES (BAZAR)";B0108028001001;"UNIFORMES (BAZAR)"
B0108;TEXTIL;B0108029;"GUARDANAPO DE TECIDO";B0108029001;"GUARDANAPO DE TECIDO";B0108029001001;"GUARDANAPO DE TECIDO"
B0109;DESCARTAVEIS;B0109001;"PRATO DESCARTAVEL";B0109001001;"PRATO DESCARTAVAL";B0109001001001;"PRATO DESCARTAVEL"
B0109;DESCARTAVEIS;B0109002;"COPO /TACA DESCARTAVEL";B0109002001;"COPO TACA DESCARTAVEL";B0109002001001;"COPO DESCARTAVEL"
B0109;DESCARTAVEIS;B0109002;"COPO /TACA DESCARTAVEL";B0109002001;"COPO TACA DESCARTAVEL";B0109002001002;TACA
B0109;DESCARTAVEIS;B0109003;"ASSADEIRA DESCARTAVEL";B0109003001;"ASSADEIRA DESCARTAVEL";B0109003001001;"ASSADEIRA DESCARTAVEL"
B0109;DESCARTAVEIS;B0109004;"BANDEJA DESCARTAVEL";B0109004001;"BANDEJA DESCARTAVEL";B0109004001001;"BANDEJA DESCARTAVEL"
B0109;DESCARTAVEIS;B0109005;CANUDO;B0109005001;CANUDO;B0109005001001;CANUDO
B0109;DESCARTAVEIS;B0109006;GUARDANAPO;B0109006001;GUARDANAPO;B0109006001001;GUARDANAPO
B0109;DESCARTAVEIS;B0109007;"TOALHA DE PAPEL";B0109007001;"TOALHA DE PAPEL";B0109007001001;"TOALHA DE PAPEL"
B0109;DESCARTAVEIS;B0109008;"FORMINHAS PARA DOCE";B0109008001;"FORMINHAS PARA DOCE";B0109008001001;"FORMINHAS PARA DOCE"
B0109;DESCARTAVEIS;B0109009;"FORRO PARA FORMINHA";B0109009001;"FORRO PARA FORMINHA";B0109009001001;"FORRO PARA FORMINHA"
B0109;DESCARTAVEIS;B0109010;"BALA DE COCO/CORANTE";B0109010001;"BALA DE COCO/CORANTE";B0109010001001;"BALA DE COCO"
B0109;DESCARTAVEIS;B0109010;"BALA DE COCO/CORANTE";B0109010001;"BALA DE COCO/CORANTE";B0109010001002;CORANTE
B0109;DESCARTAVEIS;B0109011;"PAPEL PARA BALA";B0109011001;"PAPEL PARA BALA";B0109011001001;"PAPEL PARA BALA"
B0109;DESCARTAVEIS;B0109012;BRINQUEDO;B0109012001;BRINQUEDO;B0109012001001;BRINQUEDO
B0109;DESCARTAVEIS;B0109013;CONVITE;B0109013001;CONVITE;B0109013001001;CONVITE
B0109;DESCARTAVEIS;B0109014;BALAO;B0109014001;BALAO;B0109014001001;BALAO
B0109;DESCARTAVEIS;B0109015;PALITO;B0109015001;PALITO;B0109015001001;PALITO
B0109;DESCARTAVEIS;B0109016;ESPETO;B0109016001;ESPETO;B0109016001001;ESPETO
B0109;DESCARTAVEIS;B0109017;ACENDEDOR;B0109017001;ACENDEDOR;B0109017001001;ACENDEDOR
B0109;DESCARTAVEIS;B0109018;FOSFORO/ISQUEIRO;B0109018001;FOSFORO/ISQUEIRO;B0109018001001;FOSFORO/ISQUEIRO
B0109;DESCARTAVEIS;B0109019;VELA;B0109019001;VELA;B0109019001001;VELA
B0109;DESCARTAVEIS;B0109020;"EMBALAGEM PARA PRESENTE";B0109020001;"EMBALAGEM PARA PRESENTE";B0109020001001;"EMBALAGEM PARA PRESENTE"
B0109;DESCARTAVEIS;B0109021;"PAPEL ALUMINIO";B0109021001;"PAPEL ALUMINIO";B0109021001001;"PAPEL ALUMINIO"
B0109;DESCARTAVEIS;B0109022;"PROTETOR FOGAO";B0109022001;"PROTETOR FOGAO";B0109022001001;"PROTETOR FOGAO"
B0109;DESCARTAVEIS;B0109023;"EMBALAGEM PARA CONGELAR";B0109023001;"EMBALAGEM PARA CONGELAR";B0109023001001;"EMBALAGEM PARA CONGELAR"
B0109;DESCARTAVEIS;B0109024;SACOS/BOBINA;B0109024001;SACOS/BOBINA;B0109024001001;SACOS/BOBINA
B0109;DESCARTAVEIS;B0109025;"SACOLA DESCARTAVEL";B0109025001;"SACOLA DESCARTAVEL";B0109025001001;"SACOLA DESCARTAVEL"
B0109;DESCARTAVEIS;B0109026;"PAPEL CELOFANE";B0109026001;"PAPEL CELOFANE";B0109026001001;"PAPEL CELOFANE"
B0109;DESCARTAVEIS;B0109027;"FILME PVC";B0109027001;"FILME PVC";B0109027001001;"FILME PVC"
B0109;DESCARTAVEIS;B0109028;EMBALAGEM;B0109028001;EMBALAGEM;B0109028001001;EMBALAGEM
B0109;DESCARTAVEIS;B0109029;"LUVA DESCARTAVEL";B0109029001;"LUVA DESCARTAVEL";B0109029001001;"LUVA DESCARTAVEL"
B0109;DESCARTAVEIS;B0109030;MASCARA;B0109030001;MASCARA;B0109030001001;MASCARA
B0109;DESCARTAVEIS;B0109031;TOUCA;B0109031001;TOUCA;B0109031001001;TOUCA
B0109;DESCARTAVEIS;B0109032;"ACESSORIOS P/DESCARTAVEIS";B0109032001;"ACESSORIOS P/DESCARTAVEIS";B0109032001001;"ACESSORIOS P/DESCARTAVEIS"
B0109;DESCARTAVEIS;B0109033;"TALHERES DESCARTAVEIS";B0109033001;"TALHERES DESCARTAVEIS";B0109033001001;"TALHERES DESCARTAVEIS"
B0109;DESCARTAVEIS;B0109034;"CHAPEU DE ANIVERSARIO";B0109034001;"CHAPEU DE ANIVERSARIO";B0109034001001;"CHAPEU DE ANIVERSARIO"
B0109;DESCARTAVEIS;B0109035;"POTES DESCARTAVEIS";B0109035001;"POTES DESCARTAVEIS";B0109035001001;"POTES DESCARTAVEIS"
B0109;DESCARTAVEIS;B0109036;"PAPEL MANTEIGA";B0109036001;"PAPEL MANTEIGA";B0109036001001;"PAPEL MANTEIGA"
B0109;DESCARTAVEIS;B0109037;CARVAO/LENHA;B0109037001;CARVAO/LENHA;B0109037001001;CARVAO
B0109;DESCARTAVEIS;B0109037;CARVAO/LENHA;B0109037001;CARVAO/LENHA;B0109037001002;LENHA
B0109;DESCARTAVEIS;B0109038;"GARRAFA DESCARTAVEL";B0109038001;"GARRAFA DESCARTAVEL";B0109038001001;"GARRAFA DESCARTAVEL"
B0110;"ACESSORIO DE BELEZA";B0110001;"ESCOVA P/CABELO";B0110001001;ESCOVA;B0110001001001;ESCOVA
B0110;"ACESSORIO DE BELEZA";B0110002;PENTE;B0110002001;PENTE;B0110002001001;PENTE
B0110;"ACESSORIO DE BELEZA";B0110003;GRAMPO;B0110003001;GRAMPO;B0110003001001;GRAMPO
B0110;"ACESSORIO DE BELEZA";B0110004;"TESOURA PARA SOBRANCELHA";B0110004001;"TESOURA PARA SOBRANCELHA";B0110004001001;"TESOURA PARA SOBRANCELHA"
B0110;"ACESSORIO DE BELEZA";B0110005;BOB;B0110005001;BOB;B0110005001001;BOB
B0110;"ACESSORIO DE BELEZA";B0110006;"PRENDEDOR P/CABELO";B0110006001;PRENDEDOR;B0110006001001;PRENDEDOR
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001001;"ALICATES UNHA"
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001002;"ALICATE DE CUTICULA"
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001003;"CORTADOR DE UNHA"
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001004;ESPATULA
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001005;PALITO
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001006;"LIXA DE UNHA"
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001007;"LIXA DE PE"
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001008;LIMA
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001009;PEDRA
B0110;"ACESSORIO DE BELEZA";B0110007;"UTENSILIO P/MANICURE-PEDICURE";B0110007001;"UTENSILIO P/MANICURE-PEDICURE";B0110007001010;"ESCOVA P/MAOS E PES"
B0110;"ACESSORIO DE BELEZA";B0110008;"ESPONJA P/BANHO";B0110008001;"MERCADO INTERNO";B0110008001001;"MERCADO INTERNO"
B0110;"ACESSORIO DE BELEZA";B0110008;"ESPONJA P/BANHO";B0110008002;"IMPORTACAO PROPRIA";B0110008002001;"IMPORTACAO PROPRIA"
B0110;"ACESSORIO DE BELEZA";B0110009;"BUCHA DE BANHO VEGETAL";B0110009001;"BUCHA DE BANHO VEGETAL";B0110009001001;"BUCHA DE BANHO VEGETAL"
B0110;"ACESSORIO DE BELEZA";B0110010;"ESCOVA DE BANHO";B0110010001;"MERCADO INTERNO";B0110010001001;"MERCADO INTERNO"
B0110;"ACESSORIO DE BELEZA";B0110010;"ESCOVA DE BANHO";B0110010002;"IMPORTACAO PROPRIA";B0110010002001;"IMPORTACAO PROPRIA"
B0110;"ACESSORIO DE BELEZA";B0110011;"LUVAS PARA PINTURA";B0110011001;"LUVAS PARA PINTURA";B0110011001001;"LUVAS PARA PINTURA"
B0110;"ACESSORIO DE BELEZA";B0110012;PINCEL;B0110012001;PINCEL;B0110012001001;PINCEL
B0110;"ACESSORIO DE BELEZA";B0110013;"TOUCAS DE BANHO";B0110013001;"TOUCAS DE BANHO";B0110013001001;"TOUCAS DE BANHO"
B0110;"ACESSORIO DE BELEZA";B0110014;PINCA;B0110014001;PINCA;B0110014001001;PINCA
B0110;"ACESSORIO DE BELEZA";B0110015;"ESPELHO DE BOLSA";B0110015001;"ESPELHO DE BOLSA";B0110015001001;"ESPELHO DE BOLSA"
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001001;"MERCADO INTERNO";B0111001001001;PLASTICO
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001001;"MERCADO INTERNO";B0111001001002;VIDRO
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001001;"MERCADO INTERNO";B0111001001003;ALUMINIO
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001002;"IMPORTACAO PROPRIA";B0111001002001;PLASTICO
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001002;"IMPORTACAO PROPRIA";B0111001002002;VIDRO
B0111;"UTILIDADES DOMESTICA";B0111001;CANECA;B0111001002;"IMPORTACAO PROPRIA";B0111001002003;INOX
B0111;"UTILIDADES DOMESTICA";B0111002;COPO;B0111002001;"MERCADO INTERNO";B0111002001001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111002;COPO;B0111002002;"IMPORTACAO PROPRIA";B0111002002001;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111003;TACA;B0111003001;"MERCADO INTERNO";B0111003001001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111003;TACA;B0111003002;"IMPORTACAO PROPRIA";B0111003002001;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004001;"MERCADO INTERNO";B0111004001001;PLASTICO
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004001;"MERCADO INTERNO";B0111004001002;VIDRO
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004001;"MERCADO INTERNO";B0111004001003;INOX
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004002;"IMPORTACAO PROPRIA";B0111004002001;PLASTICO
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004002;"IMPORTACAO PROPRIA";B0111004002002;VIDRO
B0111;"UTILIDADES DOMESTICA";B0111004;JARRA/DECANTER;B0111004002;"IMPORTACAO PROPRIA";B0111004002003;INOX
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005001;"MERCADO INTERNO";B0111005001001;CAFE
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005001;"MERCADO INTERNO";B0111005001002;CHA
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005001;"MERCADO INTERNO";B0111005001003;MEDIDORA
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005002;"IMPORTACAO PROPRIA";B0111005002001;CAFE
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005002;"IMPORTACAO PROPRIA";B0111005002002;CHA
B0111;"UTILIDADES DOMESTICA";B0111005;XICARA;B0111005002;"IMPORTACAO PROPRIA";B0111005002003;MEDIDORA
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006001;"PRATO RASO";B0111006001001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006001;"PRATO RASO";B0111006001002;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006002;"PRATO FUNDO";B0111006002001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006002;"PRATO FUNDO";B0111006002002;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006003;SOBREMESA;B0111006003001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006003;SOBREMESA;B0111006003002;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006004;"PRATO P/BOLO";B0111006004001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111006;PRATO;B0111006004;"PRATO P/BOLO";B0111006004002;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111007;"LUVA TERMICA";B0111007001;"MERCADO INTERNO";B0111007001001;"MERCADO INTERNO"
B0111;"UTILIDADES DOMESTICA";B0111007;"LUVA TERMICA";B0111007002;"IMPORTACAO PROPRIA";B0111007002001;"IMPORTACAO PROPRIA"
B0111;"UTILIDADES DOMESTICA";B0111008;TRAVESSA;B0111008001;"MERCADO INTERNO";B0111008001001;PLASTICO
B0111;"UTILIDADES DOMESTICA";B0111008;TRAVESSA;B0111008001;"MERCADO INTERNO";B0111008001002;VIDRO
B0111;"UTILIDADES DOMESTICA";B0111008;TRAVESSA;B0111008001;"MERCADO INTERNO";B0111008001003;INOX
B0111;"UTILIDADES DOMESTICA";B0111008;TRAVESSA;B0111008002;"IMPORTACAO PROPRIA";B0111008002001;PLASTICO
